股票代码,股票名称,涨跌幅,概念名称
301568,思泰克,0.77,"多模态AI,福建自贸区,富士康概念,光刻机,海峡两岸"
603189,网达软件,0.66,"多模态AI,国产操作系统,华为欧拉,空间计算,人脸识别,上海自贸区,数字乡村,网络直播,虚拟数字人,云办公,在线教育"
2990,盛视科技,0.56,"多模态AI,核污染防治,华为昇腾,冷链物流,语音技术"
688619,罗普特,0.55,"多模态AI,福建自贸区,量子科技"
300884,狄耐克,0.54,"多模态AI,福建自贸区,海峡两岸,PM2.5,物业管理,养老概念"
3005,竞业达,0.11,"多模态AI,职业教育"
600850,电科数字,0.08,"多模态AI,光刻机,国资云,数字乡村,WiFi 6,液冷服务器"
409,云鼎科技,0.00,"多模态AI,ERP概念,国产操作系统,空间计算,煤化工概念,时空大数据"
600636,国新文化,0.00,"多模态AI,英伟达概念,语音技术"
300331,苏大维格,6.77,"电子纸,光伏概念,光刻机,OLED,人工智能,柔性屏(折叠屏),小米概念,芯片概念,虚拟现实,烟草,元宇宙,智能穿戴,3D打印"
688593,新相微,4.16,电子纸
688055,龙腾光电,4.07,"电子纸,MiniLED,智能座舱"
2952,亚世光电,3.88,"电子纸,柔性屏(折叠屏),虚拟现实"
50,深天马A,2.14,"电子纸,MiniLED,OLED,苹果概念,柔性屏(折叠屏),智能穿戴,智能家居"
300241,瑞丰光电,1.68,"电子纸,MiniLED,粤港澳大湾区"
300398,飞凯材料,1.55,"电子纸,光刻胶,中芯国际概念"
2106,莱宝高科,1.43,"电子纸,柔性屏(折叠屏),石墨烯"
688252,天德钰,1.15,"电子纸,智能音箱"
688496,清越科技,0.70,电子纸
300923,研奥股份,-0.41,电子纸
300939,秋田微,-0.64,电子纸
725,京东方A,-0.64,"电子纸,钙钛矿电池,民营医院,同花顺漂亮100"
300067,安诺其,-2.40,"电子纸,染料,Sora概念(文生视频)"
300563,神宇股份,7.65,"EDR概念,军工,军工信息化,苹果概念,汽车电子,数字经济,铜缆高速连接,卫星导航,WiFi 6,无人机,消费电子概念,新能源汽车,芯片概念,虚拟现实,医疗器械概念,5G"
2970,锐明技术,1.28,"EDR概念,垃圾分类,人脸识别,星闪概念"
688288,鸿泉物联,1.13,"EDR概念,汽车热管理,星闪概念,智能座舱"
300458,全志科技,1.05,"EDR概念,横琴新区,汽车芯片,MCU芯片,语音技术,智能音箱,智能座舱,中芯国际概念"
2055,得润电子,0.25,"EDR概念,高压快充,铜缆高速连接,无线充电"
300857,协创数据,-0.30,"EDR概念,净水概念,网络游戏,云游戏,智能音箱"
603023,*ST威帝,-0.70,"EDR概念,黑龙江自贸区"
600699,均胜电子,-1.96,"EDR概念,无线充电"
300077,国民技术,-2.69,"EDR概念,石墨电极"
600845,宝信软件,3.57,"ERP概念,工业互联网,上海自贸区,数据中心,新型工业化,央企国企改革"
300195,长荣股份,1.36,"ERP概念,工业母机,烟草,中俄贸易概念"
603390,通达电气,0.30,"ERP概念,汽车热管理,网约车"
301381,赛维时代,-0.11,ERP概念
300378,鼎捷数智,-0.35,ERP概念
300687,赛意信息,-0.46,"ERP概念,华为欧拉,华为昇腾"
555,神州信息,-0.47,"ERP概念,数字货币"
300131,英唐智控,-0.79,ERP概念
2530,金财互联,-0.87,"ERP概念,Sora概念(文生视频)"
603280,南方路机,-0.94,"ERP概念,海工装备,建筑节能,垃圾分类,水泥概念,土壤修复,土壤修复"
603613,国联股份,-1.07,"ERP概念,农村电商"
2398,垒知集团,-2.26,"ERP概念,海峡两岸,华为欧拉"
2315,焦点科技,-3.12,"ERP概念,互联网保险,家庭医生"
300668,杰恩设计,-3.46,ERP概念
301315,威士顿,-3.79,"ERP概念,烟草"
838030,德众汽车,-6.85,"ERP概念,汽车拆解概念"
2348,高乐股份,9.95,"三胎概念,股权转让(并购重组),固态电池,跨境电商,钠离子电池,人工智能,在线教育,3D打印"
603398,沐邦高科,5.04,"三胎概念,光伏概念,TOPCON电池,医疗器械概念"
603557,ST起步,4.98,"三胎概念,ST板块,网络直播,网红经济,网红经济,网红经济"
688067,爱威科技,4.87,"三胎概念,辅助生殖,机器视觉,医疗器械概念,幽门螺杆菌概念,医药电商,智能医疗"
301097,天益医疗,4.37,"三胎概念,医疗器械概念"
656,*ST金科,3.23,"三胎概念,ST板块,托育服务,托育服务,物业管理"
2173,创新医疗,3.22,"三胎概念,高压氧舱,共同富裕示范区,互联网医疗,民营医院,脑机接口,养老概念,眼科医疗,医美概念,医疗器械概念,智能医疗"
300840,酷特智能,2.21,"三胎概念,固态电池"
603610,麒盛科技,2.05,"三胎概念,鸿蒙概念,脑机接口,养老概念"
2737,葵花药业,2.03,"三胎概念,肝炎概念,高股息精选,黑龙江自贸区,流感"
688273,麦澜德,1.70,"三胎概念,辅助生殖"
603139,康惠制药,1.35,"三胎概念,肝炎概念,合成生物,流感,毛发医疗,农业种植,牙科医疗,幽门螺杆菌概念"
2172,澳洋健康,1.19,"三胎概念,高压氧舱,互联网医疗,冷链物流,毛发医疗,民营医院,医美概念"
300329,海伦钢琴,1.10,"三胎概念,托育服务,托育服务,网络直播,文化传媒概念,在线教育,职业教育"
300106,西部牧业,1.01,"三胎概念,乳业,新疆振兴"
300784,利安科技,0.90,"三胎概念,注册制次新股"
300753,爱朋医疗,0.59,"三胎概念,流感,脑机接口,血氧仪,医美概念"
603238,诺邦股份,0.54,三胎概念
300920,润阳科技,0.43,三胎概念
603085,天成自控,0.40,"三胎概念,飞行汽车(eVTOL)"
1368,通达创智,0.34,"三胎概念,福建自贸区,体育产业,新型烟草(电子烟),中俄贸易概念"
301130,西点药业,0.23,"三胎概念,肝炎概念,猴痘概念,细胞免疫治疗"
301196,唯科科技,0.14,"三胎概念,福建自贸区,新型烟草(电子烟),养老概念"
300729,乐歌股份,0.12,"三胎概念,网络直播,网络直播"
600315,上海家化,0.06,"三胎概念,消毒剂"
2083,孚日股份,0.00,"三胎概念,托育服务,托育服务,中俄贸易概念"
2308,*ST威创,--,三胎概念
2621,*ST美吉,--,三胎概念
2950,奥美医疗,0.00,"三胎概念,医美概念"
300995,奇德新材,-0.06,"三胎概念,碳纤维"
301052,果麦文化,-0.10,三胎概念
600855,航天长峰,2.01,ETC
300790,宇瞳光学,1.45,"ETC,职业教育"
2049,紫光国微,1.01,"ETC,数字货币,同花顺漂亮100,MCU芯片,移动支付"
2401,中远海科,0.95,"ETC,国资云,航运概念,上海自贸区,碳中和,智能物流,中字头股票,自由贸易港"
300552,万集科技,0.34,"ETC,星闪概念"
300768,迪普科技,0.18,"ETC,国产操作系统,量子科技,数字水印"
300205,ST天喻,0.17,"ETC,量子科技,数字货币,移动支付"
601801,皖新传媒,-0.13,"ETC,网络游戏"
873806,云星宇,-0.28,ETC
300717,华信新材,-0.57,"ETC,可降解塑料,煤化工概念"
300079,数码视讯,-0.81,"ETC,华为海思概念股,NFT概念,数据确权,数字水印,Sora概念(文生视频),WiFi 6,知识产权保护"
2860,星帅尔,-0.86,"ETC,垃圾分类,TOPCON电池,TOPCON电池"
300448,浩云科技,-1.12,ETC
600035,楚天高速,-1.62,"ETC,WiFi 6"
300541,先进数通,-1.98,"ETC,快手概念,NFT概念,烟草"
603458,勘设股份,-2.29,ETC
2316,ST亚联,-2.65,ETC
600106,重庆路桥,-2.98,ETC
909,ST数源,-2.99,"ETC,云办公"
2941,新疆交建,-4.66,"ETC,土地流转,土地流转,土地流转,土地流转,土地流转,土地流转"
2549,凯美特气,4.31,"俄乌冲突概念,光刻机,光刻胶,节能环保,冷链物流,氢能源,碳中和"
2221,东华能源,3.95,"俄乌冲突概念,核电,氢能源,燃料电池,碳纤维,天然气,页岩气"
688268,华特气体,3.57,"俄乌冲突概念,光刻机,光刻胶,氢能源,中芯国际概念"
2758,浙农股份,2.70,"俄乌冲突概念,高股息精选,共同富裕示范区,供销社,化肥,冷链物流,粮食概念,生态农业,农村电商,农机,农业种植,数字乡村,土壤修复,土壤修复,乡村振兴,医药电商,中俄贸易概念"
600803,新奥股份,1.51,"俄乌冲突概念,煤化工概念,燃料电池,天然气,雄安新区"
605090,九丰能源,0.95,"俄乌冲突概念,航运概念,绿色电力,天然气,智能物流"
713,丰乐种业,0.87,"俄乌冲突概念,化肥,粮食概念,磷化工,农村电商,农业种植,玉米,转基因"
2583,海能达,0.29,"俄乌冲突概念,量子科技,星闪概念,中俄贸易概念,6G概念"
601600,中国铝业,0.24,"俄乌冲突概念,同花顺中特估100,同花顺中特估100,小金属概念,稀土永磁,中字头股票,证金持股"
600378,昊华科技,0.15,"俄乌冲突概念,氟化工概念,国产航母,碳交易,页岩气"
2278,神开股份,0.00,"俄乌冲突概念,可燃冰,碳纤维,页岩气,中俄贸易概念"
600759,洲际油气,0.00,"俄乌冲突概念,海南自贸区,天然气,土地流转,土地流转,摘帽"
603080,新疆火炬,-0.30,"俄乌冲突概念,天然气,新疆振兴"
603727,博迈科,-0.32,"俄乌冲突概念,海工装备,天然气"
600777,ST新潮,-0.43,"俄乌冲突概念,赛马概念,天然气,页岩气"
301459,丰茂股份,-0.48,"俄乌冲突概念,农机"
601872,招商轮船,-0.58,"俄乌冲突概念,航运概念,上海自贸区"
600026,中远海能,-0.61,"俄乌冲突概念,航运概念,上海自贸区,同花顺中特估100"
300084,海默科技,-0.76,"俄乌冲突概念,可燃冰,页岩气"
426,兴业银锡,-0.83,"俄乌冲突概念,金属钴,黄金概念,金属铅,金属锌,金属镍,金属铜"
2532,天山铝业,-0.86,"俄乌冲突概念,新疆振兴"
603619,中曼石油,-0.96,俄乌冲突概念
301158,德石股份,-1.04,"俄乌冲突概念,新疆振兴,页岩气"
807,云铝股份,-1.10,"俄乌冲突概念,碳交易"
2629,仁智股份,-1.24,"俄乌冲突概念,页岩气"
600871,石化油服,-1.30,"俄乌冲突概念,海工装备,可燃冰,页岩气"
600459,贵研铂业,-1.34,"俄乌冲突概念,黄金概念,金属回收,PM2.5"
603353,和顺石油,-1.36,俄乌冲突概念
300435,中泰股份,-1.41,俄乌冲突概念
603967,中创物流,-1.58,"俄乌冲突概念,航运概念,中韩自贸区,自由贸易港"
601919,中远海控,-1.59,"俄乌冲突概念,航运概念"
625,长安汽车,-1.60,"俄乌冲突概念,网约车,网约车,网约车"
300164,通源石油,-1.61,"俄乌冲突概念,新疆振兴,页岩气"
603393,新天然气,-1.83,"俄乌冲突概念,新疆振兴"
998,隆平高科,-1.86,"俄乌冲突概念,粮食概念,生态农业,农业种植,玉米,转基因"
600256,广汇能源,-1.87,"俄乌冲突概念,新疆振兴,页岩气"
688418,震有科技,11.08,"F5G概念,共封装光学(CPO),工业互联网,军工,华为概念,量子科技,融资融券,商业航天,数据中心,卫星导航,WiFi 6,一带一路,智慧城市,5G,6G概念"
603083,剑桥科技,7.03,"F5G概念,共封装光学(CPO),工业互联网,沪股通,WiFi 6,物联网,智能家居,5G"
2281,光迅科技,5.89,"F5G概念,共封装光学(CPO),量子科技,央企国企改革,液冷服务器,5G,6G概念"
301183,东田微,4.56,"F5G概念,共封装光学(CPO),汽车电子,无人驾驶,消费电子概念,小米概念,虚拟现实,6G概念"
300504,天邑股份,4.10,"F5G概念,鸿蒙概念,华为海思概念股,WiFi 6,星闪概念,虚拟现实"
688313,仕佳光子,2.34,"F5G概念,共封装光学(CPO)"
603042,华脉科技,1.87,"F5G概念,互联网金融,铜缆高速连接,WiFi 6"
603803,瑞斯康达,1.85,"F5G概念,数据安全,WiFi 6,新型城镇化,智能电网,6G概念"
300250,初灵信息,1.45,"F5G概念,共同富裕示范区,数字乡村,WiFi 6,云办公"
300252,金信诺,1.32,"F5G概念,钙钛矿电池,国产航母,毫米波雷达,PCB概念,铜缆高速连接,WiFi 6,无线耳机,6G概念"
2396,星网锐捷,1.02,"F5G概念,分拆上市意愿,福建自贸区,共封装光学(CPO),数字货币,文化传媒概念,WiFi 6,移动支付,在线教育,证金持股"
605277,新亚电子,0.50,"F5G概念,铜缆高速连接"
301314,科瑞思,-0.34,"F5G概念,WiFi 6"
2897,意华股份,-0.42,"F5G概念,华为海思概念股,铜缆高速连接,新型烟草(电子烟),6G概念"
70,ST特信,-0.69,"F5G概念,国资云,深圳国企改革,智慧灯杆"
2902,铭普光磁,-1.28,"F5G概念,华为海思概念股,露营经济,铜缆高速连接"
600018,上港集团,-1.30,"F5G概念,航运概念,免税店,上海国企改革,上海自贸区,足球概念,自由贸易港"
301191,菲菱科思,-1.57,F5G概念
600487,亨通光电,-1.69,"F5G概念,柔性直流输电,太赫兹"
600582,天地科技,-1.70,F5G概念
688205,德科立,-1.81,F5G概念
300308,中际旭创,-1.98,"F5G概念,同花顺出海50"
603118,共进股份,-2.08,"F5G概念,华为海思概念股,WiFi 6"
2826,易明医药,9.98,仿制药一致性评价
300006,莱美药业,9.44,"仿制药一致性评价,辅助生殖,肝炎概念,国企改革,互联网医疗,细胞免疫治疗,眼科医疗,医疗器械概念,幽门螺杆菌概念,医药电商,知识产权保护"
688247,宣泰医药,6.26,"仿制药一致性评价,上海国企改革"
300705,九典制药,5.42,仿制药一致性评价
301211,亨迪药业,4.27,"仿制药一致性评价,肝炎概念,流感"
2643,万润股份,1.28,"仿制药一致性评价,钙钛矿电池,光刻胶,供销社,PEEK材料,燃料电池"
2872,ST天圣,0.66,仿制药一致性评价
600624,复旦复华,0.52,"仿制药一致性评价,肝炎概念,量子科技,上海国企改革,物业管理"
1367,海森药业,0.43,"仿制药一致性评价,合成生物"
301281,科源制药,0.32,仿制药一致性评价
300267,尔康制药,0.30,"仿制药一致性评价,合成生物,流感,消毒剂,幽门螺杆菌概念,医药电商"
2275,桂林三金,0.26,"仿制药一致性评价,流感"
2370,亚太药业,0.00,"仿制药一致性评价,肝炎概念,猴痘概念,幽门螺杆菌概念"
2728,特一药业,0.00,"仿制药一致性评价,肝炎概念,流感,医美概念,幽门螺杆菌概念"
2907,华森制药,0.00,"仿制药一致性评价,肝炎概念,猴痘概念,减肥药,流感,幽门螺杆菌概念,医药电商"
601089,福元医药,-0.06,"仿制药一致性评价,辅助生殖,猴痘概念"
2317,众生药业,-0.07,"仿制药一致性评价,辅助生殖,肝炎概念,猴痘概念,减肥药,禽流感,眼科医疗,幽门螺杆菌概念"
603567,珍宝岛,-0.08,"仿制药一致性评价,黑龙江自贸区"
603669,灵康药业,-0.15,"仿制药一致性评价,民营医院"
300233,金城医药,-0.29,"仿制药一致性评价,辅助生殖,工业大麻,禽流感,石墨烯,新型烟草(电子烟),烟草,眼科医疗,转基因"
600351,亚宝药业,-0.31,"仿制药一致性评价,幽门螺杆菌概念"
600196,复星医药,-0.33,"仿制药一致性评价,分拆上市意愿,辅助生殖,猴痘概念,减肥药,家庭医生,民营医院,青蒿素,生物疫苗,细胞免疫治疗,医美概念"
600056,中国医药,-0.42,"仿制药一致性评价,猴痘概念,医药电商"
600664,哈药股份,-0.49,"仿制药一致性评价,工业大麻,黑龙江自贸区"
300158,振东制药,-0.57,"仿制药一致性评价,毛发医疗,农业种植,土地流转,土地流转"
788,北大医药,-0.61,"仿制药一致性评价,民营医院,医药电商"
2412,汉森制药,-0.62,"仿制药一致性评价,幽门螺杆菌概念"
2900,哈三联,-0.62,"仿制药一致性评价,黑龙江自贸区,消毒剂,医美概念"
2940,昂利康,-0.62,"仿制药一致性评价,幽门螺杆菌概念"
603858,步长制药,-0.62,"仿制药一致性评价,生物疫苗,医美概念"
2038,双鹭药业,-0.66,"仿制药一致性评价,辅助生殖,工业大麻,猴痘概念,减肥药,基因测序,民营医院,生物疫苗,医美概念"
603810,丰山集团,-0.20,"钒电池,合成生物"
603067,振华股份,-0.23,"钒电池,钛白粉概念"
601168,西部矿业,-0.43,"钒电池,黄金概念,金属回收,金属铅,金属锌,金属镍,金属铜,小金属概念,盐湖提锂"
2296,辉煌科技,-0.43,钒电池
2534,西子洁能,-0.80,"钒电池,钙钛矿电池,光热发电"
300080,易成新能,-1.12,"钒电池,石墨电极"
600101,明星电力,-1.29,钒电池
822,山东海化,-1.36,钒电池
601028,玉龙股份,-1.38,"钒电池,黄金概念"
600517,国网英大,-1.45,"钒电池,期货概念,碳交易,信托概念"
301349,信德新材,-1.69,"钒电池,碳纤维"
655,金岭矿业,-1.77,"钒电池,金属钴,金属铜"
2601,龙佰集团,-1.89,"钒电池,石墨电极,钛白粉概念"
2203,海亮股份,-2.04,"钒电池,金属钴,PET铜箔,金属铜"
709,河钢股份,-2.89,"钒电池,特钢概念"
629,钒钛股份,-3.15,"钒电池,钛白粉概念"
567,海德股份,-6.96,"钒电池,海南自贸区,化债概念(AMC概念)"
688092,爱科科技,2.27,飞行汽车(eVTOL)
603950,长源东谷,1.88,"飞行汽车(eVTOL),一体化压铸"
300014,亿纬锂能,1.74,"飞行汽车(eVTOL),固态电池,两轮车,钠离子电池,燃料电池,同花顺漂亮100,无线耳机,新型烟草(电子烟),盐湖提锂,智能电网"
2085,万丰奥威,1.64,"飞行汽车(eVTOL),风电,共同富裕示范区,海工装备,航空发动机,碳纤维,碳中和,特斯拉概念,一体化压铸"
2967,广电计量,1.22,"飞行汽车(eVTOL),华为海思概念股,量子科技,食品安全,数据确权,碳中和,职业教育,中芯国际概念"
600038,中直股份,1.16,"飞行汽车(eVTOL),国产航母,黑龙江自贸区,中字头股票"
300902,国安达,1.09,"飞行汽车(eVTOL),福建自贸区,海峡两岸,特高压"
301366,一博科技,0.89,"飞行汽车(eVTOL),华为海思概念股,人形机器人,英伟达概念,智能座舱"
688612,威迈斯,0.81,"飞行汽车(eVTOL),高压快充,无线充电"
688157,松井股份,0.75,飞行汽车(eVTOL)
2097,山河智能,0.73,"飞行汽车(eVTOL),航空发动机"
887,中鼎股份,0.66,"飞行汽车(eVTOL),高铁,汽车热管理,液冷服务器"
2965,祥鑫科技,0.49,"飞行汽车(eVTOL),汽车热管理,小米汽车,液冷服务器,一体化压铸"
300607,拓斯达,0.44,飞行汽车(eVTOL)
300928,华安鑫创,0.41,飞行汽车(eVTOL)
600580,卧龙电驱,0.38,"飞行汽车(eVTOL),分拆上市意愿,航空发动机,人形机器人"
2182,宝武镁业,0.09,"飞行汽车(eVTOL),富士康概念,小金属概念,一体化压铸"
300507,苏奥传感,0.00,飞行汽车(eVTOL)
688800,瑞可达,-0.07,"飞行汽车(eVTOL),高压快充,换电概念,铜缆高速连接"
300411,金盾股份,-0.17,"飞行汽车(eVTOL),海工装备,PM2.5"
300269,联建光电,3.98,"分拆上市意愿,MiniLED,柔性屏(折叠屏),体育产业,元宇宙,智能交通"
2611,东方精工,3.39,"分拆上市意愿,工业互联网,毫米波雷达,核电,可控核聚变,新型工业化,英伟达概念,智能物流,3D打印"
2609,捷顺科技,0.82,"分拆上市意愿,蚂蚁金服概念,新型城镇化"
2472,双环传动,0.75,"分拆上市意愿,高铁,减速器,绿色电力"
16,深康佳A,0.47,"分拆上市意愿,MiniLED,PPP概念,网约车,污水处理,星闪概念"
55,方大集团,0.00,"分拆上市意愿,建筑节能,物业管理,装配式建筑"
2007,华兰生物,-0.28,"分拆上市意愿,禽流感,生物疫苗"
2152,广电运通,-0.41,"分拆上市意愿,国资云,华为昇腾,时空大数据,数据确权,数字货币,英伟达概念"
300296,利亚德,-0.54,"分拆上市意愿,空间计算,旅游概念,智慧灯杆"
603987,康德莱,-0.64,"分拆上市意愿,辅助生殖,医美概念"
600535,天士力,-0.69,"分拆上市意愿,工业大麻,生物疫苗,医药电商"
2415,海康威视,-0.72,"分拆上市意愿,同花顺出海50,同花顺漂亮100,足球概念"
338,潍柴动力,-1.05,"分拆上市意愿,农机,同花顺出海50"
2422,科伦药业,-1.15,"分拆上市意愿,禽流感"
600475,华光环能,-1.15,"分拆上市意愿,硅能源,建筑节能,生物质能发电,碳交易,土壤修复,土壤修复,信托概念,化债概念(AMC概念)"
601018,宁波港,-1.29,"分拆上市意愿,航运概念,同花顺中特估100,自由贸易港"
990,诚志股份,-1.30,"分拆上市意愿,工业大麻,POE胶膜,人造肉"
601717,郑煤机,-1.34,分拆上市意愿
630,铜陵有色,-1.37,"分拆上市意愿,黄金概念,金属镍,金属铜"
688660,电气风电,12.04,"风电,国企改革,沪股通,融资融券,上海国企改革"
603988,中电电机,9.97,"风电,股权转让(并购重组)"
688191,智洋创新,6.70,"风电,鸿蒙概念,华为昇腾,机器视觉,人工智能,水利,数字孪生,特高压,无人机,智能电网"
605060,联德股份,5.78,"风电,高端装备"
603275,众辰科技,5.50,"风电,工业互联网,机器人概念,物联网,新型工业化"
603388,ST元成,5.10,"风电,节能环保,旅游概念,ST板块,先进封装,新型城镇化"
922,佳电股份,4.34,"风电,核电,黑龙江自贸区,央企国企改革"
300600,ST瑞科,3.67,"风电,股权转让(并购重组),国产航母,核电,军民融合,ST板块"
631,顺发恒业,3.58,"风电,物业管理,证金持股"
600764,中国海防,3.46,"风电,海工装备,国产航母,毫米波雷达,核电,军工信息化,量子科技,汽车芯片,天然气,雄安新区,央企国企改革,中船系,智能交通,中字头股票"
600010,包钢股份,3.29,"风电,数据中心,稀土永磁,一带一路,证金持股"
603090,宏盛股份,3.17,"风电,煤化工概念,农机,碳中和,乡村振兴,牙科医疗"
958,电投产融,2.85,"风电,京津冀一体化,绿色电力,期货概念,雄安新区,乡村振兴,央企国企改革"
1239,永达股份,2.81,"风电,高端装备,新股与次新股,注册制次新股"
300353,东土科技,2.58,"风电,工业母机,国产操作系统,华为欧拉,机器视觉,军工信息化,汽车芯片,雄安新区,新型工业化,虚拟电厂,智能电网,智能交通,智能物流"
601179,中国西电,2.39,"风电,工业母机,核电,柔性直流输电,水利,特高压,同花顺中特估100,智能电网,中字头股票"
2576,通达动力,2.21,"风电,特高压"
600353,旭光电子,1.95,"风电,共封装光学(CPO),光刻机,航空发动机,可控核聚变,柔性直流输电,特高压,虚拟电厂,智能电网"
600169,太原重工,1.93,"风电,高铁,核电,中俄贸易概念"
688226,威腾电气,1.92,"风电,智能电网"
300904,威力传动,1.76,"风电,减速器"
603985,恒润股份,1.65,"风电,算力租赁,英伟达概念"
600285,羚锐制药,1.20,"芬太尼,高股息精选"
600511,国药股份,0.60,"芬太尼,高股息精选,冷链物流,流感,医药电商"
300942,易瑞生物,0.00,"芬太尼,猴痘概念,流感,食品安全"
600079,人福医药,-0.32,"芬太尼,民营医院,生物疫苗"
300482,万孚生物,-1.20,"芬太尼,辅助生殖,工业大麻,基因测序"
2628,成都路桥,2.23,"氟化工概念,PPP概念,新疆振兴,装配式建筑"
603310,巍华新材,2.19,"氟化工概念,新股与次新股,注册制次新股"
3017,大洋生物,0.88,"氟化工概念,化肥"
603379,三美股份,0.50,氟化工概念
301246,宏源药业,-0.34,"氟化工概念,猴痘概念"
605020,永和股份,-0.59,"氟化工概念,环氧丙烷"
300343,联创股份,-0.64,"氟化工概念,建筑节能,消毒剂"
2326,永太科技,-0.68,氟化工概念
600618,氯碱化工,-0.73,"氟化工概念,上海国企改革,消毒剂"
2915,中欣氟材,-0.97,"氟化工概念,PEEK材料"
422,湖北宜化,-1.20,"氟化工概念,化肥,磷化工,煤炭概念"
603505,金石资源,-1.29,氟化工概念
600096,云天化,-1.43,"氟化工概念,化肥,磷化工"
600160,巨化股份,-1.60,"氟化工概念,碳交易,消毒剂"
902,新洋丰,-1.97,"氟化工概念,化肥,磷化工,生态农业,农村电商"
830,鲁西化工,-2.00,"氟化工概念,磷化工,生态农业,有机硅概念"
2222,福晶科技,9.99,"福建自贸区,国企改革,华为概念,深股通,无人驾驶,虚拟现实"
600203,福日电子,5.50,"福建自贸区,海峡两岸,机器人概念,MiniLED,汽车电子,柔性屏(折叠屏),无人机,无线耳机,消费电子概念,小米概念,智慧灯杆,智能家居,智能音箱,智能座舱"
600815,厦工股份,3.35,"福建自贸区,高端装备,海峡两岸,一带一路,中俄贸易概念"
300628,亿联网络,3.22,"福建自贸区,工业互联网,腾讯概念,云办公"
2093,国脉科技,3.20,"福建自贸区,海峡两岸,互联网金融,鸿蒙概念,数据确权,数字经济,养老概念,智能医疗,职业教育,6G概念"
688095,福昕软件,3.13,"福建自贸区,鸿蒙概念"
592,平潭发展,3.05,"福建自贸区,海峡两岸,合成生物,免税店,民营医院,乡村振兴"
603306,华懋科技,2.56,"福建自贸区,光刻胶,海峡两岸,特斯拉概念"
300525,博思软件,2.55,"福建自贸区,数字货币,数字乡村,腾讯概念,智慧政务"
2785,万里石,2.36,"福建自贸区,盐湖提锂"
301267,华厦眼科,1.73,"福建自贸区,互联网医疗,眼科医疗,智能医疗"
2529,海源复材,1.51,"福建自贸区,3D打印"
547,航天发展,1.01,"福建自贸区,海工装备,海峡两岸"
605118,力鼎光电,0.83,"福建自贸区,富士康概念"
2335,科华数据,0.78,"福建自贸区,高铁,海峡两岸,核电,量子科技,算力租赁,液冷服务器"
2614,奥佳华,0.77,"福建自贸区,高股息精选,网红经济,网红经济,网红经济,血氧仪,养老概念"
905,厦门港务,0.74,"福建自贸区,海峡两岸,航运概念,统一大市场,自由贸易港"
2925,盈趣科技,0.65,"福建自贸区,高股息精选,脑机接口,新型烟草(电子烟)"
603909,建发合诚,0.63,"福建自贸区,水利,新型城镇化"
2901,大博医疗,0.55,"福建自贸区,海峡两岸,牙科医疗,3D打印"
605365,立达信,0.44,"福建自贸区,海峡两岸"
300102,乾照光电,0.29,"福建自贸区,海峡两岸,MiniLED"
603817,海峡环保,0.17,"福建自贸区,固废处理,垃圾分类,绿色电力,PPP概念"
3019,宸展光电,0.12,福建自贸区
2593,日上集团,0.00,"福建自贸区,海峡两岸,新型城镇化,中俄贸易概念,装配式建筑"
601899,紫金矿业,0.00,"福建自贸区,金属钴,黄金概念,金属铅,金属锌,金属铜,同花顺出海50,同花顺漂亮100,同花顺中特估100,同花顺中特估100,小金属概念,盐湖提锂"
603628,清源股份,0.00,"福建自贸区,建筑节能"
301086,鸿富瀚,4.69,"富士康概念,工业母机,苹果概念,汽车热管理,消费电子概念,新型工业化,虚拟现实,液冷服务器"
301297,富乐德,3.44,"富士康概念,股权转让(并购重组),光刻机,中芯国际概念"
300686,智动力,3.41,"富士康概念,OLED,柔性屏(折叠屏),石墨烯,虚拟现实,智能穿戴"
873223,荣亿精密,3.18,"富士康概念,航空发动机"
2861,瀛通通讯,3.07,"富士康概念,苹果概念,无线充电,无线耳机,星闪概念,元宇宙,智能穿戴,智能音箱"
300806,斯迪克,3.05,"富士康概念,光刻胶,PCB概念,苹果概念,汽车电子,氢能源,柔性屏(折叠屏),石墨烯,特斯拉概念,无线耳机"
301338,凯格精机,2.85,"富士康概念,高端装备,工业母机,机器视觉,MiniLED,苹果概念,汽车芯片,先进封装,新型工业化"
301128,强瑞技术,2.79,"富士康概念,高端装备,华为汽车,PCB概念,苹果概念,柔性屏(折叠屏),新型工业化,液冷服务器"
301389,隆扬电子,2.12,"富士康概念,PET铜箔,苹果概念,智能穿戴,智能座舱"
301041,金百泽,1.48,"富士康概念,毫米波雷达,PCB概念,柔性直流输电,特高压,腾讯概念,职业教育,中俄贸易概念,6G概念"
300503,昊志机电,1.32,"富士康概念,工业母机,减速器,燃料电池"
2903,宇环数控,1.11,"富士康概念,工业母机"
1389,广合科技,0.94,"富士康概念,共封装光学(CPO),PCB概念,新股与次新股,注册制次新股"
300566,激智科技,0.71,"富士康概念,MiniLED,POE胶膜,TOPCON电池"
300951,博硕科技,0.51,"富士康概念,新型烟草(电子烟)"
301512,智信精密,0.32,"富士康概念,空间计算"
300684,中石科技,0.19,"富士康概念,石墨烯,无线充电,液冷服务器"
300731,科创新源,0.18,"富士康概念,液冷服务器"
603929,亚翔集成,0.04,富士康概念
688193,仁度生物,3.42,"辅助生殖,肝炎概念,猴痘概念,流感,食品安全,医疗器械概念"
300966,共同药业,2.49,"辅助生殖,合成生物"
301235,华康医疗,1.97,"辅助生殖,医疗废物处理,智能医疗"
