股票代码,股票名称,涨跌幅,概念名称
603999,读者传媒,-1.80,"参股保险,NFT概念,知识产权保护"
600208,衢州发展,-1.82,"参股保险,NFT概念,期货概念,知识产权保护"
600020,中原高速,-1.87,"参股保险,举牌,信托概念,化债概念(AMC概念)"
300773,拉卡拉,-2.18,参股保险
600704,物产中大,-2.22,"参股保险,大豆,汽车拆解概念,期货概念,化债概念(AMC概念)"
601766,中国中车,-2.49,"参股保险,同花顺出海50"
600195,中牧股份,-2.57,"参股保险,宠物经济,动物疫苗,禽流感,赛马概念"
600248,陕建股份,-2.60,参股保险
601007,金陵饭店,-2.85,"参股保险,社区团购"
2558,巨人网络,-2.90,"参股保险,电子竞技,蚂蚁金服概念,云游戏"
601969,海南矿业,-2.90,"参股保险,海南自贸区,自由贸易港"
798,中水渔业,-3.00,参股保险
600392,盛和资源,-3.88,"参股保险,稀土永磁"
600120,浙江东方,-3.96,"参股保险,信托概念"
300173,福能东方,20.08,"宁德时代概念,锂电池概念,高端装备,国企改革,固态电池,华为概念,石墨烯,数据要素,数据中心,数字经济,算力租赁,无线耳机,消费电子概念,新能源汽车,网络安全,新型工业化"
603052,可川科技,9.99,"宁德时代概念,传感器,锂电池概念,共封装光学(CPO),固态电池,OLED,消费电子概念,新能源汽车,专精特新"
688778,厦钨新能,9.57,"宁德时代概念,锂电池概念,低空经济,福建自贸区,国企改革,固态电池,沪股通,钠离子电池,氢能源,专精特新"
688733,壹石通,7.74,"宁德时代概念,锂电池概念,光伏概念,沪股通,钠离子电池,燃料电池,先进封装,芯片概念"
2010,传化智联,7.07,"宁德时代概念,车联网(车路协同),充电桩,共同富裕示范区,工业互联网,蚂蚁金服概念,区块链,深股通,统一大市场,统一大市场,统一大市场,新能源汽车,一带一路,移动支付,智能物流"
688638,誉辰智能,6.28,"宁德时代概念,锂电池概念,光伏概念,固态电池,机器人概念"
688103,国力股份,5.83,"宁德时代概念,新能源汽车"
603959,ST百利,5.12,"宁德时代概念,锂电池概念,固态电池,煤化工概念,氢能源,燃料电池,ST板块"
688392,骄成超声,4.83,"宁德时代概念,PET铜箔"
603119,浙江荣泰,4.82,"宁德时代概念,长三角一体化,共同富裕示范区,汽车热管理,特斯拉概念"
2682,龙洲股份,4.79,"宁德时代概念,车联网(车路协同),充电桩,储能,电子商务,ETC,海峡两岸,节能环保,垃圾分类,冷链物流,农村电商,氢能源,燃料电池,商业航天,水利,天然气,统一大市场,统一大市场,统一大市场,网约车,卫星导航,污水处理,乡村振兴,一带一路,智慧城市,职业教育"
2709,天赐材料,4.71,"宁德时代概念,锂电池概念,动力电池回收,氟化工概念,固态电池,钠离子电池,特斯拉概念,同花顺漂亮100,有机硅概念"
301511,德福科技,4.63,"宁德时代概念,固态电池,PCB概念,PET铜箔,柔性屏(折叠屏)"
688035,德邦科技,4.46,"宁德时代概念,国家大基金持股,固态电池,苹果概念,无线耳机,先进封装,小米概念"
600525,长园集团,4.46,"宁德时代概念,充电桩,储能,PCB概念,特高压,新型工业化,虚拟电厂,医疗器械概念,粤港澳大湾区,智能电网"
300538,同益股份,4.08,"宁德时代概念,创投,电子商务,第三代半导体,光刻胶,可降解塑料,PEEK材料,小米概念,智能穿戴"
688125,安达智能,3.84,"宁德时代概念,工业母机,光刻胶,机器视觉,苹果概念,汽车电子,新型工业化,一带一路"
300990,同飞股份,3.56,"宁德时代概念,储能,高端装备,光刻机,换电概念,氢能源,液冷服务器"
603876,鼎胜新材,3.39,"宁德时代概念,钠离子电池"
2454,松芝股份,3.33,"宁德时代概念,长安汽车概念,飞行汽车(eVTOL),华为汽车,冷链物流,汽车热管理"
301600,慧翰股份,3.29,"宁德时代概念,长安汽车概念,小米汽车,新股与次新股,智能交通,注册制次新股"
300457,赢合科技,3.04,"宁德时代概念,固态电池,机器视觉,OLED,氢能源,上海国企改革,新型烟草(电子烟)"
301031,中熔电气,3.01,"宁德时代概念,充电桩,高压快充,华为汽车,特斯拉概念"
300337,银邦股份,2.90,"宁德时代概念,大飞机,富士康概念,海工装备,航空发动机,国产航母,核污染防治,汽车热管理,特斯拉概念,牙科医疗,3D打印"
605111,新洁能,2.85,"宁德时代概念,充电桩,第三代半导体,东数西算(算力),汽车芯片"
2747,埃斯顿,2.82,"宁德时代概念,长安汽车概念,高端装备,工业母机,机器视觉,农机,人形机器人,新型工业化"
300567,精测电子,2.70,"宁德时代概念,存储芯片,国家大基金持股,富士康概念,机器视觉,MiniLED,OLED,苹果概念,柔性屏(折叠屏),先进封装,中芯国际概念"
2073,软控股份,2.70,"宁德时代概念,参股银行,传感器,一带一路,知识产权保护,证金持股"
300276,三丰智能,2.56,"宁德时代概念,长安汽车概念,高端装备,人形机器人,特斯拉概念,新型工业化,智能电网,智能物流"
688646,逸飞激光,2.52,"宁德时代概念,长安汽车概念,动力电池回收,固态电池,机器视觉,钠离子电池,智能物流,装配式建筑"
603906,龙蟠科技,2.35,"宁德时代概念,动力电池回收,固态电池,氢能源,燃料电池"
603768,常青股份,2.31,"宁德时代概念,长安汽车概念,华为汽车,一体化压铸"
603335,迪生力,2.16,"宁德时代概念,动力电池回收,汽车拆解概念,一体化压铸"
300976,达瑞电子,2.04,"宁德时代概念,苹果概念,特斯拉概念"
793,华闻集团,9.90,"参股券商,创投,抖音概念,海南自贸区,举牌,旅游概念,农业种植,区块链,人工智能,手机游戏,数字经济,网红经济,网红经济,网红经济,网络游戏,网络游戏,网络游戏,网络游戏,文化传媒概念,乡村振兴,信创,语音技术,化债概念(AMC概念)"
627,天茂集团,5.14,"参股券商,互联网保险,养老概念"
600730,中国高科,4.48,"参股券商,创投,物业管理,信创,在线教育,化债概念(AMC概念),职业教育"
603733,仙鹤股份,3.17,"参股券商,超级电容,固废处理,烟草"
737,北方铜业,3.01,"参股券商,黄金概念,金属铜"
600741,华域汽车,2.35,"参股券商,高股息精选,毫米波雷达,汽车热管理,燃料电池,上海国企改革,特斯拉概念,小米汽车,智能座舱,证金持股"
733,振华科技,1.80,"参股券商,超级电容,大飞机"
600838,上海九百,1.70,"参股券商,上海国企改革,网络直播,物业管理"
828,东莞控股,1.42,"参股券商,动力电池回收,高股息精选,互联网金融,PPP概念,期货概念"
600592,龙溪股份,1.03,参股券商
600548,深高速,0.86,"参股券商,参股银行,高股息精选,固废处理,汽车拆解概念,深圳国企改革"
936,华西股份,0.67,"参股券商,参股银行"
600650,锦江在线,0.66,"参股券商,冷链物流,旅游概念,上海国企改革,上海自贸区,网约车,预制菜,自由贸易港"
812,陕西金叶,0.65,"参股券商,举牌,民营医院,物业管理,信托概念,烟草,在线教育,职业教育"
600571,信雅达,0.29,"参股券商,独角兽概念,数字水印,移动支付"
600350,山东高速,0.11,"参股券商,参股银行"
600895,张江高科,0.03,"参股券商,光刻机,蚂蚁金服概念,上海国企改革,上海自贸区,证金持股,租售同权"
2054,德美化工,0.00,"参股券商,参股银行,合成生物,有机硅概念"
600122,*ST宏图,--,参股券商
600629,华建集团,0.00,"参股券商,地下管网,建筑节能,上海国企改革,新型城镇化,装配式建筑"
600889,南京化纤,--,参股券商
601086,国芳集团,0.00,参股券商
623,吉林敖东,-0.05,"参股券商,肝炎概念,农业种植"
600054,黄山旅游,-0.08,"参股券商,旅游概念"
300534,陇神戎发,-0.10,"参股券商,医药电商,中俄贸易概念"
603587,地素时尚,-0.17,参股券商
600261,阳光照明,-0.31,参股券商
600362,江西铜业,-0.56,"参股券商,黄金概念,金属回收,金属铜,小金属概念"
429,粤高速A,-0.63,参股券商
538,云南白药,-0.64,"参股券商,超级品牌,工业大麻,同花顺漂亮100,医美概念"
600278,东方创业,-0.67,"参股券商,航运概念,上海国企改革,上海自贸区,统一大市场,统一大市场,统一大市场,自由贸易港"
600827,百联股份,-0.75,"参股券商,免税店,上海国企改革"
581,威孚高科,-0.81,"参股券商,PM2.5"
600380,健康元,-0.83,"参股券商,辅助生殖,减肥药"
1965,招商公路,-0.93,"参股券商,同花顺中特估100,土壤修复,土壤修复"
603606,东方电缆,-1.00,"参股券商,柔性直流输电"
27,深圳能源,-1.01,"参股券商,超超临界发电,互联网保险,深圳国企改革,碳交易"
39,中集集团,-1.02,"参股券商,分拆上市意愿,海工装备,航运概念,可燃冰,同花顺出海50"
543,皖能电力,-1.03,"参股券商,超超临界发电,抽水蓄能,碳交易"
600649,城投控股,-1.06,"参股券商,上海国企改革"
3042,中农联合,5.96,"草甘膦,供销社,乡村振兴,中俄贸易概念"
300927,江天化学,2.99,草甘膦
301035,润丰股份,1.04,草甘膦
600389,江山股份,0.97,"草甘膦,磷化工"
603599,广信股份,0.44,草甘膦
525,*ST红阳,0.20,"草甘膦,合成生物,农村电商"
2004,华邦健康,0.00,"草甘膦,创新药,三胎概念,仿制药一致性评价,分拆上市意愿,氟化工概念,旅游概念,毛发医疗,煤化工概念,民营医院,细胞免疫治疗,医美概念"
600486,扬农化工,-0.17,草甘膦
2258,利尔化学,-0.34,草甘膦
603077,和邦生物,-0.46,"草甘膦,低辐射玻璃(Low-E),分拆上市意愿,化肥,建筑节能,磷化工,天然气,TOPCON电池,TOPCON电池"
300575,中旗股份,-1.40,草甘膦
2749,国光股份,-1.48,"草甘膦,化肥,磷化工"
600596,新安股份,-1.60,"草甘膦,硅能源,磷化工,农业种植,有机硅概念,转基因"
553,安道麦A,-1.80,草甘膦
600141,兴发集团,-2.68,"草甘膦,氟化工概念,硅能源,磷化工,有机硅概念"
2215,诺普信,-3.08,"草甘膦,生态农业,农村电商"
833819,颖泰生物,-7.80,"草甘膦,转基因"
603366,日出东方,9.97,"参股银行,充电桩,创投,储能,光伏概念,华为概念,沪股通,建筑节能,家用电器,空气能热泵,快手概念,区块链,智能家居"
2622,皓宸医疗,9.93,"参股银行,民营医院,牙科医疗,医美概念,智能电网,智能医疗"
600165,*ST宁科,4.88,"参股银行,节能环保,ST板块"
600641,万业企业,4.86,"参股银行,创投,国家大基金持股,第三代半导体,OLED,TOPCON电池"
600113,浙江东日,3.28,"参股银行,长三角一体化,共同富裕示范区,冷链物流,社区团购,乡村振兴,预制菜,中俄贸易概念"
600439,瑞贝卡,3.26,"参股银行,电子商务,跨境电商,网红经济,网红经济,网红经济,一带一路"
2277,友阿股份,2.85,"参股银行,互联网金融,跨境电商,免税店,农村电商,腾讯概念,网络直播,乡村振兴,证金持股"
300997,欢乐家,2.78,"参股银行,创投,抖音概念,广东自贸区,拼多多概念,乳业,网络直播,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,网红经济,无人零售,乡村振兴,粤港澳大湾区"
1387,雪祺电气,2.63,"参股银行,家用电器,新股与次新股,注册制次新股"
2347,泰尔股份,2.39,"参股银行,超级电容,创投,动力电池回收"
541,佛山照明,2.27,"参股银行,长安汽车概念,第三代半导体,华为汽车,网络直播,智慧灯杆,智能家居,证金持股"
600070,*ST富润,2.22,"参股银行,抖音概念,独角兽概念,共同富裕示范区,节能环保,快手概念,腾讯概念"
601900,南方传媒,1.91,"参股银行,高股息精选,文化传媒概念,在线教育"
2978,安宁股份,1.83,"参股银行,钒电池,高股息精选,钛白粉概念,小金属概念"
600400,红豆股份,1.81,"参股银行,独角兽概念,固态电池,网络直播"
100,TCL科技,1.75,"参股银行,超级品牌,硅能源,绿色电力,MiniLED,柔性屏(折叠屏),证金持股"
301586,佳力奇,1.66,"参股银行,飞行汽车(eVTOL),新股与次新股,注册制次新股"
700,模塑科技,1.39,"参股银行,华为汽车,民营医院,小米汽车"
301469,恒达新材,1.26,"参股银行,食品安全"
678,襄阳轴承,1.06,"参股银行,减速器"
603308,应流股份,0.90,"参股银行,航空发动机,核电,核污染防治,可控核聚变,3D打印"
600222,太龙药业,0.73,"参股银行,流感,农业种植,禽流感"
2346,柘中股份,0.51,参股银行
1216,华瓷股份,0.43,"参股银行,NFT概念,柔性直流输电,特高压,牙科医疗"
1378,德冠新材,0.42,参股银行
601339,百隆东方,0.37,参股银行
600908,无锡银行,0.34,"参股银行,举牌"
600300,维维股份,0.32,"参股银行,粮食概念,生态农业,乳业"
600105,永鼎股份,0.19,"参股银行,长三角一体化,超导概念,可控核聚变"
603511,爱慕股份,0.17,"参股银行,三胎概念,网络直播,网络直播"
600630,龙头股份,0.00,"参股银行,三胎概念,上海国企改革,上海自贸区,物业管理"
600188,兖矿能源,-0.06,"参股银行,煤化工概念,煤炭概念,同花顺漂亮100"
566,海南海药,-0.15,"参股银行,海南自贸区,猴痘概念,民营医院,细胞免疫治疗"
603165,荣晟环保,-0.17,"参股银行,长三角一体化"
301287,康力源,-0.17,"参股银行,体育产业"
603216,梦天家居,-0.19,参股银行
300230,永利股份,7.97,"长安汽车概念,长三角一体化,电子商务,机器人概念,特斯拉概念,小米概念,新能源汽车,一带一路,智能家居,智能物流,3D打印"
688355,明志科技,5.53,"长安汽车概念,大飞机,高端装备,工业母机,机器人概念,空气能热泵,农机,汽车热管理,氢能源,一带一路,3D打印"
300681,英搏尔,5.42,"长安汽车概念,横琴新区,减速器,MCU芯片,MCU芯片,MCU芯片"
2265,建设工业,4.90,"长安汽车概念,股权转让(并购重组),军民融合,汽车电子,无人驾驶,央企国企改革"
300643,万通智控,4.39,"长安汽车概念,车联网(车路协同),传感器,华为汽车,汽车电子,特斯拉概念,物联网"
603596,伯特利,4.32,"长安汽车概念,创投,低空经济,飞行汽车(eVTOL),华为汽车,无人驾驶"
300745,欣锐科技,4.26,"长安汽车概念,充电桩,高压快充,华为汽车,氢能源,燃料电池"
603809,豪能股份,4.24,"长安汽车概念,成飞概念,大飞机,高铁,航空发动机,减速器,水利,无人机"
300716,泉为科技,4.00,"长安汽车概念,储能,钙钛矿电池,华为汽车,节能环保,军民融合,可降解塑料,碳中和,智能音箱"
2151,北斗星通,3.99,"长安汽车概念,国家大基金持股,低空经济,高端装备,国产航母,军工信息化,军民融合,汽车电子,汽车芯片,无人机,无人驾驶,星闪概念,英伟达概念,智能交通,智能座舱"
603767,中马传动,3.91,"长安汽车概念,减速器,农机,乡村振兴"
833346,威贸电子,3.36,"长安汽车概念,充电桩,储能,飞行汽车(eVTOL),家用电器,净水概念,PCB概念,智能家居,智能物流"
300980,祥源新材,3.12,"长安汽车概念,建筑节能,苹果概念,柔性屏(折叠屏),有机硅概念,噪声防治"
600609,金杯汽车,2.96,长安汽车概念
2488,金固股份,2.95,"长安汽车概念,独角兽概念,分拆上市意愿"
600081,东风科技,2.92,"长安汽车概念,传感器,EDR概念,华为汽车,减速器,汽车热管理,氢能源,智能座舱"
600178,东安动力,2.76,"长安汽车概念,飞行汽车(eVTOL),黑龙江自贸区,减速器,央企国企改革"
688529,豪森智能,2.47,"长安汽车概念,固态电池,机器视觉,氢能源,燃料电池,人形机器人,特斯拉概念,小米汽车"
603236,移远通信,2.34,"长安汽车概念,电力物联网,毫米波雷达,华为海思概念股,跨境电商,WiFi 6,无人零售,星闪概念,移动支付,英伟达概念,智能电网,智能座舱,6G概念"
2863,今飞凯达,2.14,"长安汽车概念,长三角一体化,华为汽车,一体化压铸,中俄贸易概念"
603319,湘油泵,2.13,"长安汽车概念,飞行汽车(eVTOL),减速器,汽车热管理,期货概念"
301339,通行宝,2.04,"长安汽车概念,ETC,国资云,旅游概念,数字孪生,特斯拉概念,移动支付,智慧政务"
2284,亚太股份,2.03,"长安汽车概念,毫米波雷达,华为汽车,智能物流"
873169,七丰精工,29.99,"长三角一体化,成飞概念,风电,高铁,共同富裕示范区,军工,核电,军民融合,融资融券,商业航天,专精特新"
603131,上海沪工,9.98,"长三角一体化,工业母机,军工,海工装备,机器人概念,商业航天,卫星导航,新能源汽车,专精特新"
603005,晶方科技,5.25,"长三角一体化,传感器,第三代半导体,光刻机,光刻胶,汽车电子,汽车芯片,先进封装,消费电子概念,虚拟现实"
603055,台华新材,4.32,长三角一体化
603260,合盛硅业,2.87,"长三角一体化,第三代半导体,硅能源,石墨电极,有机硅概念"
601865,福莱特,2.12,"长三角一体化,同花顺出海50"
300548,博创科技,1.78,"长三角一体化,F5G概念,共封装光学(CPO),铜缆高速连接"
605089,味知香,1.72,"长三角一体化,冷链物流,预制菜"
600460,士兰微,1.64,"长三角一体化,国家大基金持股,汽车芯片"
603685,晨丰科技,1.53,"长三角一体化,家用电器,绿色电力,PCB概念"
601233,桐昆股份,1.51,"长三角一体化,互联网金融"
605318,法狮龙,1.47,"长三角一体化,装配式建筑"
1256,炜冈科技,1.21,"长三角一体化,共同富裕示范区"
2367,康力电梯,1.18,"长三角一体化,独角兽概念,高股息精选"
2491,通鼎互联,0.91,"长三角一体化,独角兽概念,数字水印"
603822,嘉澳环保,0.79,"长三角一体化,碳中和"
2144,宏达高科,0.77,"长三角一体化,共同富裕示范区,互联网金融"
605055,迎丰股份,0.75,"长三角一体化,共同富裕示范区"
603332,苏州龙杰,0.71,长三角一体化
688106,金宏气体,0.67,"长三角一体化,俄乌冲突概念,冷链物流,天然气,中芯国际概念"
603173,福斯达,0.62,"长三角一体化,共同富裕示范区,天然气"
603329,上海雅仕,0.60,"长三角一体化,上海自贸区,统一大市场,新疆振兴,自由贸易港"
2067,景兴纸业,0.58,"长三角一体化,绿色电力,托育服务,托育服务"
2468,申通快递,0.54,长三角一体化
601611,中国核建,0.42,"长三角一体化,可控核聚变,PPP概念,水利,同花顺中特估100,同花顺中特估100,中字头股票"
605378,野马电池,0.40,长三角一体化
300245,天玑科技,0.34,"长三角一体化,国产操作系统"
2127,南极电商,0.29,"长三角一体化,短剧游戏,三胎概念,露营经济,网络直播,网络直播,网红经济,网红经济,网红经济,文化传媒概念"
300170,汉得信息,0.21,"长三角一体化,ERP概念,虚拟数字人"
600235,民丰特纸,0.17,"长三角一体化,烟草"
300346,南大光电,0.16,"长三角一体化,国家大基金持股"
603799,华友钴业,0.14,"长三角一体化,动力电池回收,俄乌冲突概念,金属钴,金属回收,磷化工,金属镍,金属铜,同花顺漂亮100,小金属概念,盐湖提锂"
2896,中大力德,0.12,"长三角一体化,减速器"
603163,圣晖集成,0.08,长三角一体化
300262,*ST巴安,--,"长三角一体化,固废处理,净水概念,天然气"
600748,上实发展,0.00,"长三角一体化,上海国企改革,土地流转,物业管理,养老概念"
600794,保税科技,0.00,"长三角一体化,数字货币,统一大市场"
300461,田中精机,-0.04,"长三角一体化,无线充电,新型烟草(电子烟)"
603130,云中马,-0.10,长三角一体化
603012,创力集团,-0.19,"长三角一体化,煤炭概念"
2206,海利得,-0.22,"长三角一体化,俄乌冲突概念"
601727,上海电气,10.02,"超超临界发电,充电桩,储能,大飞机,锂电池概念,独角兽概念,钒电池,分拆上市意愿,风电,高端装备,工业互联网,工业母机,光伏概念,固废处理,国企改革,航空发动机,核电,沪股通,减速器,节能环保,机器人概念,可控核聚变,氢能源,燃料电池,人形机器人,上海国企改革,特高压,一带一路,化债概念(AMC概念),智能电网,智能交通,证金持股"
600481,双良节能,9.96,"超超临界发电,高端装备,工业互联网,光伏概念,光热发电,硅能源,沪股通,节能环保,氢能源,碳中和,液冷服务器,专精特新"
600508,上海能源,4.28,"超超临界发电,绿色电力,煤炭概念,央企国企改革"
688501,青达环保,3.36,"超超临界发电,节能环保,氢能源"
767,晋控电力,2.15,"超超临界发电,风电,绿色电力,碳交易,碳中和"
2272,川润股份,2.07,"超超临界发电,传感器,风电,光热发电,核电,垃圾分类,碳中和,特高压,液冷服务器,智能电网"
300830,金现代,1.46,"超超临界发电,电力物联网,多模态AI,核电,互联网金融,换电概念,人脸识别,碳交易,特高压,智能电网,职业教育"
300091,金通灵,1.24,"超超临界发电,光热发电,核电,燃料电池,碳中和,污水处理"
600021,上海电力,0.98,"超超临界发电,绿色电力,证金持股"
300263,隆华科技,0.93,"超超临界发电,动力电池回收,钙钛矿电池,核电,PPP概念,碳纤维,污水处理,盐湖提锂,噪声防治"
603269,海鸥股份,0.83,"超超临界发电,核电"
603169,兰石重装,0.68,"超超临界发电,光热发电,航空发动机,核污染防治,可控核聚变,煤化工概念,天然气,一体化压铸,中俄贸易概念"
600089,特变电工,0.63,"超超临界发电,抽水蓄能,高压快充,硅能源,黄金概念,绿色电力,煤炭概念,柔性直流输电,碳纤维,特高压,雄安新区,新疆振兴,虚拟电厂"
2366,融发核电,0.63,"超超临界发电,海工装备,可控核聚变"
1286,陕西能源,0.30,"超超临界发电,换电概念,煤炭概念"
2318,久立特材,0.26,"超超临界发电,特钢概念,同花顺出海50"
1896,豫能控股,0.23,"超超临界发电,抽水蓄能,绿色电力,煤炭概念"
600027,华电国际,-0.17,超超临界发电
2478,常宝股份,-0.18,"超超临界发电,地下管网,光热发电,特钢概念,天然气,页岩气"
600578,京能电力,-0.27,"超超临界发电,蚂蚁金服概念"
600011,华能国际,-0.41,超超临界发电
600875,东方电气,-0.43,"超超临界发电,抽水蓄能,钒电池,光热发电"
600925,苏能股份,-0.54,"超超临界发电,煤炭概念"
600268,国电南自,-0.55,"超超临界发电,抽水蓄能"
600509,天富能源,-0.56,"超超临界发电,抽水蓄能,新疆振兴"
2380,科远智慧,-0.59,"超超临界发电,电力物联网,光热发电,垃圾分类"
301092,争光股份,-0.64,"超超临界发电,核污染防治,减肥药,净水概念,盐湖提锂"
600558,大西洋,-0.70,超超临界发电
600,建投能源,-0.74,"超超临界发电,抽水蓄能,生物质能发电"
966,长源电力,-0.78,"超超临界发电,抽水蓄能,碳交易"
603878,武进不锈,-0.87,"超超临界发电,光热发电"
600098,广州发展,-0.91,"超超临界发电,抽水蓄能,广东自贸区,可燃冰"
2591,恒大高新,-0.93,"超超临界发电,垃圾分类,拼多多概念,噪声防治"
600546,山煤国际,-0.93,"超超临界发电,航运概念,煤炭概念"
300092,科新机电,-0.94,"超超临界发电,可降解塑料"
2204,大连重工,-0.98,"超超临界发电,海工装备"
600023,浙能电力,-1.01,超超临界发电
552,甘肃能化,-1.02,"超超临界发电,化肥,煤化工概念,煤炭概念,页岩气"
600863,内蒙华电,-1.10,"超超临界发电,煤炭概念"
600744,华银电力,-1.10,"超超临界发电,煤炭概念,碳交易"
601369,陕鼓动力,-1.11,"超超临界发电,页岩气"
601399,国机重装,-1.12,"超超临界发电,抽水蓄能,可控核聚变"
875,吉电股份,-1.15,"超超临界发电,抽水蓄能"
883,湖北能源,-1.16,"超超临界发电,抽水蓄能,页岩气"
2149,西部材料,3.83,"超导概念,俄乌冲突概念,分拆上市意愿,核电,可控核聚变,氢能源,燃料电池,柔性屏(折叠屏),小金属概念"
600595,中孚实业,2.06,"超导概念,煤炭概念"
300706,阿石创,1.37,"超导概念,钒电池,福建自贸区,钙钛矿电池,PET铜箔"
2130,沃尔核材,1.13,"超导概念,高压快充,核电,互联网金融,华为海思概念股,绿色电力,铜缆高速连接"
688122,西部超导,1.08,"超导概念,可控核聚变,量子科技"
301289,国缆检测,0.89,"超导概念,成飞概念,核电,上海国企改革,特高压,职业教育,6G概念"
2533,金杯电工,0.30,"超导概念,可控核聚变,冷链物流,特高压"
969,安泰科技,0.26,"超导概念,飞行汽车(eVTOL),航空发动机,核污染防治,可控核聚变,碳纤维,无线充电,小金属概念,稀土永磁,中芯国际概念"
601061,中信金属,0.12,"超导概念,黄金概念,金属锌,金属镍,金属铜,同花顺中特估100,同花顺中特估100,小金属概念,中字头股票"
600522,中天科技,-0.06,"超导概念,超级电容,海工装备,钠离子电池,柔性直流输电,石墨烯,特高压,6G概念"
600973,宝胜股份,-0.45,"超导概念,铜缆高速连接"
600468,百利电气,-0.98,"超导概念,柔性直流输电"
962,东方钽业,-1.15,"超导概念,超级电容,可控核聚变"
601212,白银有色,-2.08,"超导概念,金属铅,金属锌,可控核聚变,金属镍,金属铜"
600577,精达股份,-2.14,"超导概念,可控核聚变,铜缆高速连接"
600361,创新新材,-2.45,"超导概念,金属回收"
600363,联创光电,-3.08,"超导概念,可控核聚变"
600366,宁波韵升,-3.27,"超导概念,稀土永磁"
430300,辰光医疗,-5.98,"超导概念,可控核聚变"
2418,康盛股份,5.64,"超级电容,锂电池概念,空气能热泵,汽车热管理,氢能源,燃料电池,石墨烯,数据中心,无人驾驶,液冷服务器"
603500,祥和实业,4.11,"超级电容,高铁,互联网金融,家用电器"
600510,黑牡丹,3.25,"超级电容,创投,高股息精选,OLED,PPP概念,数据中心,新型城镇化,证金持股,装配式建筑"
21,深科技,2.06,"超级电容,存储芯片,智能电网,智能物流"
605589,圣泉集团,1.92,"超级电容,代糖概念,高铁,光刻胶,合成生物,建筑节能,钠离子电池,PCB概念,石墨烯,3D打印"
688602,康鹏科技,1.81,"超级电容,氟化工概念,光刻胶,减肥药,有机硅概念"
600563,法拉电子,1.48,"超级电容,福建自贸区"
300037,新宙邦,1.21,"超级电容,分拆上市意愿,氟化工概念,钠离子电池,液冷服务器"
300726,宏达电子,1.10,"超级电容,华为海思概念股"
300057,万顺新材,0.83,"超级电容,低辐射玻璃(Low-E),建筑节能,钠离子电池,PET铜箔"
2012,凯恩股份,0.55,"超级电容,共同富裕示范区,烟草"
600458,时代新材,0.22,"超级电容,有机硅概念,噪声防治"
2951,*ST金时,0.00,超级电容
603678,火炬电子,0.00,超级电容
2598,山东章鼓,-0.11,"超级电容,钠离子电池"
636,风华高科,-0.60,"超级电容,分拆上市意愿,小金属概念"
600673,东阳光,-0.61,"超级电容,氟化工概念,煤炭概念,消毒剂"
301238,瑞泰新材,-0.65,"超级电容,有机硅概念"
2028,思源电气,-0.95,超级电容
300466,赛摩智能,-0.95,超级电容
300960,通业科技,-1.14,超级电容
2480,新筑股份,-1.18,"超级电容,钒电池,噪声防治"
300174,元力股份,-1.29,"超级电容,PM2.5"
2350,北京科锐,-1.41,"超级电容,俄乌冲突概念"
600884,杉杉股份,-1.42,"超级电容,金属镍,石墨电极"
2484,江海股份,-1.59,超级电容
723,美锦能源,-2.22,超级电容
601608,中信重工,-2.89,"超级电容,F5G概念,国产航母,一体化压铸"
831152,昆工科技,-2.92,超级电容
301055,张小泉,1.54,"超级品牌,家用电器,NFT概念"
423,东阿阿胶,1.26,"超级品牌,预制菜"
600085,同仁堂,1.21,"超级品牌,流感,证金持股"
333,美的集团,0.67,"超级品牌,高股息精选,空气能热泵,汽车热管理,同花顺出海50,同花顺漂亮100,MCU芯片,证金持股"
2352,顺丰控股,0.40,"超级品牌,冷链物流,同花顺漂亮100"
603515,欧普照明,0.27,"超级品牌,智慧灯杆"
603288,海天味业,0.10,"超级品牌,同花顺漂亮100,证金持股"
2607,中公教育,0.00,"超级品牌,虚拟数字人"
651,格力电器,-0.02,"超级品牌,空气能热泵,同花顺漂亮100,MCU芯片,预制菜"
600941,中国移动,-0.05,"超级品牌,同花顺中特估100,同花顺中特估100,虚拟数字人,中字头股票,6G概念"
600887,伊利股份,-0.23,"超级品牌,乳业,同花顺漂亮100"
600690,海尔智家,-0.24,"超级品牌,净水概念,空气能热泵,同花顺出海50,同花顺漂亮100,无线充电"
2216,三全食品,-0.41,"超级品牌,预制菜"
603899,晨光股份,-0.57,超级品牌
603043,广州酒家,-0.69,"超级品牌,农村电商,网红经济,预制菜"
600436,片仔癀,-0.82,"超级品牌,分拆上市意愿,海峡两岸"
603195,公牛集团,-0.93,"超级品牌,露营经济,无线充电"
895,双汇发展,-0.94,"超级品牌,人造肉,统一大市场,统一大市场,统一大市场,养鸡,预制菜,猪肉"
2507,涪陵榨菜,-0.94,超级品牌
600104,上汽集团,-0.96,"超级品牌,动力电池回收,分拆上市意愿,上海国企改革,网约车,足球概念"
600597,光明乳业,-1.01,"超级品牌,乳业,上海国企改革,社区团购"
2594,比亚迪,-1.29,"超级品牌,分拆上市意愿,盐湖提锂"
300999,金龙鱼,-1.30,"超级品牌,预制菜"
600305,恒顺醋业,-1.42,超级品牌
599,青岛双星,-1.51,"超级品牌,中韩自贸区"
2820,桂发祥,-1.78,"超级品牌,天津自贸区"
