secID,secShortName,ths概念名称
002119.XSHE,康强电子,"存储芯片,先进封装,专精特新,集成电路概念,芯片概念,融资融券,移动支付,核电"
002213.XSHE,大为股份,"存储芯片,信创,比亚迪概念,WiFi 6,机器人概念,胎压监测,人民币贬值受益,集成电路概念,芯片概念,锂电池,新能源汽车,创投,PCB概念,汽车芯片"
300903.XSHE,科翔股份,"存储芯片,共封装光学（CPO）,先进封装,比亚迪概念,PCB概念,智能制造,专精特新,钠离子电池,储能,消费电子概念,机器人概念,工业互联网,特斯拉,MiniLED,深股通,汽车电子,华为概念,融资融券,无人机,5G,充电桩,锂电池,新能源汽车,共封装光学(CPO),特斯拉概念,锂电池概念"
002077.XSHE,大港股份,"存储芯片,国企改革,先进封装,汽车芯片,节能环保,深股通,集成电路概念,芯片概念,融资融券,锂电池,固废处理,创投,锂电池概念"
000021.XSHE,深科技,"存储芯片,国企改革,央企国企改革,先进封装,智能制造,消费电子概念,工业4.0,第三代半导体,标普道琼斯A股,MSCI概念,区块链,深股通,集成电路概念,医疗器械概念,芯片概念,超级电容,融资融券,无人机,新能源汽车,智能电网,节能照明,智能物流,机器人概念,汽车电子,物联网"
001298.XSHE,好上好,"存储芯片,MCU芯片,消费电子概念,智能家居,无线耳机,人民币贬值受益,汽车电子,小米概念,芯片概念,物联网,华为海思概念股,星闪概念,智能穿戴"
688347.XSHG,华虹公司,"存储芯片,国企改革,上海国企改革,新股与次新股,消费电子概念,科创次新股,注册制次新股,国家大基金持股,集成电路概念,芯片概念,融资融券,沪股通"
688216.XSHG,气派科技,"存储芯片,先进封装,专精特新,传感器,汽车芯片,第三代半导体,集成电路概念,芯片概念,融资融券,5G"
300455.XSHE,航天智装,"存储芯片,国企改革,央企国企改革,MCU芯片,机器人概念,人工智能,深股通,高铁,芯片概念,高端装备,卫星导航,军工,核电,商业航天"
300346.XSHE,南大光电,"存储芯片,专精特新,中芯国际概念,光刻胶,长三角一体化,OLED,国家大基金持股,深股通,集成电路概念,华为概念,融资融券,节能照明"
688110.XSHG,东芯股份,"存储芯片,沪股通,专精特新,安防,消费电子概念,汽车芯片,国家大基金持股,华为概念,芯片概念,融资融券,5G,车联网(车路协同)"
688385.XSHG,复旦微电,"存储芯片,东数西算（算力）,沪股通,MCU芯片,无线充电,汽车芯片,边缘计算,人工智能,集成电路概念,芯片概念,融资融券,东数西算(算力)"
688053.XSHG,思科瑞,"存储芯片,沪股通,融资融券,卫星导航,军工,商业航天"
600584.XSHG,长电科技,"存储芯片,共封装光学（CPO）,先进封装,沪股通,新材料概念,中芯国际概念,汽车芯片,第三代半导体,国家大基金持股,标普道琼斯A股,华为海思概念股,MSCI概念,人民币贬值受益,集成电路概念,汽车电子,智能穿戴,芯片概念,融资融券,移动支付,物联网,苹果概念,共封装光学(CPO)"
688478.XSHG,晶升股份,"存储芯片,比亚迪概念,沪股通,专精特新,第三代半导体,华为海思概念股,集成电路概念,光伏概念,融资融券"
300236.XSHE,上海新阳,"存储芯片,先进封装,专精特新,中芯国际概念,光刻胶,深股通,集成电路概念,智能穿戴,芯片概念,融资融券"
688611.XSHG,杭州柯林,"存储芯片,电力物联网,钙钛矿电池,区块链,融资融券,特高压,智能电网,光伏概念,物联网,芯片概念"
301306.XSHE,西测测试,"存储芯片,专精特新,大飞机,华为概念,融资融券,军工,军民融合,商业航天,卫星导航"
002409.XSHE,雅克科技,"存储芯片,天然气,中芯国际概念,光刻胶,OLED,国家大基金持股,标普道琼斯A股,MSCI概念,人民币贬值受益,深股通,芯片概念,融资融券,氟化工概念,磷化工"
300475.XSHE,香农芯创,"存储芯片,深股通,阿里巴巴概念,集成电路概念,融资融券,家用电器"
002049.XSHE,紫光国微,"存储芯片,汽车芯片,ETC,同花顺漂亮100,大飞机,标普道琼斯A股,MSCI概念,区块链,数字货币,深股通,集成电路概念,汽车电子,华为概念,芯片概念,融资融券,5G,移动支付,节能照明,军工,车联网(车路协同),MCU芯片,第三代半导体"
688123.XSHG,聚辰股份,"存储芯片,比亚迪概念,沪股通,专精特新,中芯国际概念,消费电子概念,特斯拉,集成电路概念,汽车电子,华为概念,小米概念,芯片概念,融资融券,汽车芯片,特斯拉概念"
688652.XSHG,京仪装备,"存储芯片,国企改革,新股与次新股,专精特新,中芯国际概念,科创次新股,注册制次新股,集成电路概念,芯片概念,融资融券,高端装备,京津冀一体化"
603986.XSHG,兆易创新,"存储芯片,沪股通,MCU芯片,传感器,汽车芯片,无线耳机,标普道琼斯A股,超清视频,MSCI概念,人民币贬值受益,人工智能,集成电路概念,汽车电子,小米概念,芯片概念,融资融券,物联网"
688416.XSHG,恒烁股份,"存储芯片,沪股通,MCU芯片,中芯国际概念,人工智能,集成电路概念,小米概念,芯片概念,融资融券"
688691.XSHG,灿芯股份,"存储芯片,新股与次新股,专精特新,科创次新股,注册制次新股,集成电路概念,芯片概念,融资融券,上海自贸区,卫星导航,5G"
688627.XSHG,精智达,"存储芯片,新股与次新股,机器人概念,科创次新股,注册制次新股,融资融券,沪股通,专精特新"
300223.XSHE,北京君正,"存储芯片,MCU芯片,鸿蒙概念,汽车芯片,OLED,MiniLED,超清视频,MSCI概念,区块链,智能音箱,人工智能,深股通,集成电路概念,汽车电子,小米概念,智能穿戴,芯片概念,融资融券,物联网"
688012.XSHG,中微公司,"存储芯片,先进封装,沪股通,中芯国际概念,国家大基金持股,MiniLED,MSCI概念,区块链,集成电路概念,融资融券"
002916.XSHE,深南电路,"存储芯片,国企改革,央企国企改革,先进封装,PCB概念,富士康概念,国家大基金持股,标普道琼斯A股,MSCI概念,深股通,集成电路概念,华为概念,芯片概念,融资融券,5G,新能源汽车,苹果概念"
688535.XSHG,华海诚科,"存储芯片,先进封装,沪股通,专精特新,华为概念,芯片概念,融资融券"
001309.XSHE,德明利,"存储芯片,共封装光学（CPO）,专精特新,中芯国际概念,人民币贬值受益,人工智能,深股通,集成电路概念,粤港澳大湾区,芯片概念,AI PC,共封装光学(CPO),汽车电子"
688766.XSHG,普冉股份,"存储芯片,沪股通,MCU芯片,华为概念,小米概念,芯片概念,融资融券"
688676.XSHG,金盘科技,"数据要素,沪股通,智能制造,抽水蓄能,专精特新,储能,工业4.0,工业互联网,海南自贸区,数字孪生,边缘计算,光伏概念,融资融券,高端装备,风电,核电"
300682.XSHE,朗新集团,"数据要素,虚拟电厂,工业互联网,超清视频,边缘计算,区块链,蚂蚁金服概念,深股通,国产软件,华为概念,光伏概念,融资融券,充电桩,华为鲲鹏,车联网(车路协同),碳中和,物联网,智能电网,绿色电力"
000503.XSHE,国新健康,"数据要素,DRG/DIP,数据确权,国企改革,央企国企改革,家庭医生,数字经济,健康中国,标普道琼斯A股,互联网医疗,深股通,养老概念,华为概念,融资融券,智能医疗,电子商务"
831175,派诺科技,"数据要素,电力物联网,华为鲲鹏,新股与次新股,专精特新,碳中和,数据中心,碳交易,边缘计算,粤港澳大湾区,华为概念,融资融券,充电桩,物联网,智能电网,建筑节能,虚拟电厂"
600268.XSHG,国电南自,"数据要素,国企改革,央企国企改革,超超临界发电,沪股通,虚拟电厂,抽水蓄能,储能,高铁,光伏概念,融资融券,高端装备,充电桩,风电,水利,特高压,智能电网"
300096.XSHE,ST易联众,"数据要素,DRG/DIP,数字水印,ChatGPT概念,数据确权,国企改革,AIGC概念,Web3.0,信创,家庭医生,华为鲲鹏,数字经济,托育服务,智慧政务,在线教育,健康中国,参股保险,区块链,蚂蚁金服概念,人工智能,腾讯概念,互联网医疗,国产软件,养老概念,华为概念,机器视觉,福建自贸区,人脸识别,ST板块,大数据,智能医疗,智慧城市,移动支付,参股新三板,海峡两岸"
603789.XSHG,星光农机,"数据要素,股权转让,共同富裕示范区,农机,机器人概念,无人驾驶,融资融券,无人机,乡村振兴,股权转让(并购重组),生态农业"
603090.XSHG,宏盛股份,"数据要素,牙科医疗,储能,碳中和,农机,煤化工,人民币贬值受益,乡村振兴,锂电池,风电,新能源汽车,煤化工概念"
300675.XSHE,建科院,"数据要素,国企改革,深圳国企改革,虚拟电厂,光伏建筑一体化,碳中和,新型城镇化,职业教育,装配式建筑,国产操作系统,雄安新区,区块链,粤港澳大湾区,智慧城市,水利,建筑节能,乡村振兴,智能电网"
300020.XSHE,*ST银江,"数据要素,家庭医生,华为鲲鹏,数字经济,东数西算（算力）,元宇宙,共同富裕示范区,数据中心,机器人概念,数字乡村,ETC,智慧政务,车联网,云计算,数字孪生,边缘计算,区块链,人工智能,杭州亚运会,智能交通,互联网医疗,阿里巴巴概念,国产软件,华为概念,无人驾驶,百度概念,ST板块,大数据,智能医疗,智慧城市,物联网,参股新三板,车联网(车路协同),创投,东数西算(算力)"
300349.XSHE,金卡智能,"数据要素,传感器,氢能源,深股通,华为概念,芯片概念,融资融券,大数据,量子科技,物联网,鸿蒙概念,星闪概念"
002012.XSHE,凯恩股份,"数据要素,烟草,数字经济,智能制造,共同富裕示范区,新材料概念,储能,碳中和,互联网金融,超级电容,大数据"
000779.XSHE,甘咨询,"数据要素,国企改革,国资云,数字经济,东数西算（算力）,土壤修复,抽水蓄能,数据中心,新型城镇化,光伏概念,乡村振兴,水利,建筑节能,东数西算(算力),数字孪生"
600868.XSHG,梅雁吉祥,"数据要素,时空大数据,沪股通,新材料概念,氢能源,新型城镇化,职业教育,水泥概念,粤港澳大湾区,融资融券,小金属概念,智慧城市,水利,绿色电力"
688500.XSHG,*ST慧辰,"数据要素,烟草,AIGC概念,数字经济,东数西算（算力）,虚拟数字人,数字乡村,智慧政务,人工智能,华为概念,ST板块,乡村振兴,大数据,AI语料,摘帽,算力租赁,东数西算(算力),智慧城市"
839790,联迪信息,"数据要素,电力物联网,互联网金融,手机游戏,融资融券,大数据,智慧城市,车联网(车路协同),储能,互联网医疗,节能环保,水利,数字乡村,乡村振兴,云办公,智能交通"
600421.XSHG,华嵘控股,"数据要素,传感器,壳资源,国产软件,智慧城市"
300448.XSHE,浩云科技,"数据要素,数字经济,安防,ETC,边缘计算,区块链,人工智能,智能交通,国产软件,机器视觉,百度概念,人脸识别,芯片概念,大数据,智能医疗,智慧城市,物联网,创投,电力物联网,华为鲲鹏,鸿蒙概念,车联网(车路协同)"
600180.XSHG,瑞茂通,"数据要素,统一大市场,沪股通,供应链金融,互联网金融,煤炭概念,大豆,标普道琼斯A股,人民币贬值受益,一带一路,融资融券,电子商务,煤化工概念"
603836.XSHG,海程邦达,"数据要素,统一大市场,数字经济,中俄贸易概念,拼多多概念,智能物流,跨境电商,一带一路,小米概念,冷链物流"
002178.XSHE,延华智能,"数据要素,家庭医生,鸿蒙概念,碳中和,数据中心,安防,机器人概念,工业4.0,智慧政务,数字孪生,智能交通,互联网医疗,医疗器械概念,养老概念,华为概念,大数据,智能医疗,智慧城市,物联网"
002591.XSHE,恒大高新,"数据要素,超超临界发电,噪声防治,抖音概念,钠离子电池,氢能源,军民融合,节能环保,垃圾分类,拼多多概念,腾讯概念,阿里巴巴概念,华为概念,百度概念,光伏概念,文化传媒,锂电池,智慧城市,电子商务,军工,创投,绿色电力,锂电池概念,文化传媒概念"
002512.XSHE,达华智能,"数据要素,6G概念,华为鲲鹏,数字经济,鸿蒙概念,网络安全,数字乡村,智慧政务,在线教育,互联网金融,标普道琼斯A股,边缘计算,人工智能,深股通,国产软件,集成电路概念,华为概念,一带一路,小米概念,福建自贸区,融资融券,乡村振兴,大数据,量子科技,卫星导航,智慧城市,移动支付,物联网,商业航天,5G"
300061.XSHE,旗天科技,"数据要素,国企改革,数字经济,抖音概念,网络安全,智慧政务,腾讯概念,互联网医疗,互联网保险,大数据,股权转让(并购重组),互联网金融,华为概念,阿里巴巴概念"
300897.XSHE,山科智能,"数据要素,专精特新,传感器,工业互联网,华为概念,融资融券,智慧城市,水利,污水处理,物联网,地下管网,净水概念"
600410.XSHG,华胜天成,"数据要素,信创,东数西算（算力）,沪股通,元宇宙,数据中心,安防,网络安全,智慧政务,在线教育,云计算,工业互联网,无线耳机,标普道琼斯A股,区块链,人工智能,跨境电商,阿里巴巴概念,国产软件,华为概念,百度概念,冷链物流,芯片概念,融资融券,大数据,智慧城市,移动支付,军工,创投,时空大数据,东数西算(算力),京津冀一体化"
002235.XSHE,安妮股份,"数据要素,数据确权,Web3.0,比亚迪概念,NFT概念,知识产权保护,物业管理,独角兽概念,区块链,腾讯概念,体育产业,互联网彩票,福建自贸区,融资融券,大数据,文化传媒,文化传媒概念"
002609.XSHE,捷顺科技,"数据要素,数字经济,鸿蒙概念,新型城镇化,分拆上市意愿,蚂蚁金服概念,人工智能,智能交通,深股通,华为概念,百度概念,充电桩,智慧城市,物联网"
300170.XSHE,汉得信息,"数据要素,ERP概念,AIGC概念,信创,虚拟数字人,智能制造,数据中心,长三角一体化,车联网,云计算,工业互联网,C2M概念,边缘计算,区块链,腾讯概念,深股通,国产软件,华为概念,融资融券,大数据,数据安全,网络安全,智能物流,百度概念,车联网(车路协同),数字经济,小米概念"
603999.XSHG,读者传媒,"数据要素,国企改革,NFT概念,知识产权保护,网络直播,在线教育,参股保险,腾讯概念,文化传媒,电子商务,参股新三板,参股券商"
835184,国源科技,"数据要素,时空大数据,鸿蒙概念,融资融券,乡村振兴,数字乡村"
300248.XSHE,新开普,"数据要素,华为鲲鹏,数字经济,虚拟数字人,元宇宙,鸿蒙概念,网络安全,数字乡村,智慧政务,在线教育,云计算,职业教育,互联网金融,边缘计算,无人零售,区块链,蚂蚁金服概念,人工智能,数字货币,虚拟现实,智能交通,阿里巴巴概念,养老概念,华为概念,人脸识别,乡村振兴,大数据,智慧城市,移动支付,水利,物联网,智能电网,创投,AI语料"
300348.XSHE,长亮科技,"数据要素,信创,华为鲲鹏,跨境支付（CIPS）,互联网金融,人工智能,腾讯概念,数字货币,深股通,阿里巴巴概念,国产软件,华为概念,融资融券,大数据,智慧城市,鸿蒙概念,华为欧拉,数据安全,数字经济,化债概念(AMC概念)"
300231.XSHE,银信科技,"数据要素,信创,抖音概念,数据中心,网络安全,云计算,人工智能,华为概念,参股银行,大数据,智慧城市,参股新三板,互联网金融,京津冀一体化"
300333.XSHE,兆日科技,"数据要素,数据安全,鸿蒙概念,网络安全,互联网金融,数字货币,芯片概念,融资融券,移动支付,数字经济,信创"
002093.XSHE,国脉科技,"数据要素,6G概念,数据确权,数字经济,鸿蒙概念,云计算,职业教育,互联网金融,标普道琼斯A股,深股通,医疗器械概念,养老概念,华为概念,福建自贸区,融资融券,5G,智能医疗,物联网,海峡两岸"
300271.XSHE,华宇软件,"数据要素,ChatGPT概念,数据确权,信创,华为鲲鹏,数据安全,智慧政务,在线教育,云计算,区块链,人工智能,腾讯概念,深股通,阿里巴巴概念,国产软件,华为概念,百度概念,融资融券,大数据,参股新三板,语音技术"
300525.XSHE,博思软件,"数据要素,信创,数字经济,网络安全,供应链金融,数字乡村,智慧政务,区块链,人工智能,腾讯概念,数字货币,深股通,国产软件,福建自贸区,融资融券,智慧城市"
300773.XSHE,拉卡拉,"数据要素,数据确权,跨境支付（CIPS）,参股保险,MSCI概念,区块链,人工智能,数字货币,深股通,跨境电商,华为概念,小米概念,智能穿戴,融资融券,大数据,移动支付,参股券商,鸿蒙概念,数字经济,腾讯概念,机器人概念,互联网金融"
300465.XSHE,高伟达,"数据要素,ChatGPT概念,信创,跨境支付（CIPS）,抖音概念,数据中心,供应链金融,云计算,互联网金融,区块链,蚂蚁金服概念,数字货币,国产软件,华为概念,大数据,文化传媒,移动支付,物联网,文化传媒概念,化债概念(AMC概念)"
300588.XSHE,熙菱信息,"数据要素,时空大数据,信创,华为鲲鹏,数字经济,东数西算（算力）,数据安全,专精特新,安防,网络安全,智慧政务,独角兽概念,人工智能,智能交通,国产软件,华为概念,机器视觉,人脸识别,大数据,智慧城市,新疆振兴,东数西算(算力)"
301370.XSHE,国科恒泰,"数据要素,国企改革,新股与次新股,注册制次新股,智能物流,深股通,医疗器械概念,融资融券"
002123.XSHE,梦网科技,"数据要素,ChatGPT概念,AIGC概念,元宇宙,鸿蒙概念,数据中心,云计算,标普道琼斯A股,超清视频,区块链,人工智能,数字货币,深股通,华为概念,一带一路,光伏概念,融资融券,5G,物联网,信创"
002987.XSHE,京北方,"数据要素,信创,电子身份证,数字经济,跨境支付（CIPS）,数据安全,知识产权保护,机器人概念,云计算,互联网金融,国产操作系统,区块链,人工智能,数字货币,深股通,国产软件,百度概念,融资融券,大数据,量子科技,鸿蒙概念,京津冀一体化,虚拟数字人,智慧政务"
300085.XSHE,银之杰,"数据要素,信创,华为鲲鹏,碳中和,云计算,互联网金融,MSCI概念,区块链,人工智能,数字货币,深股通,跨境电商,国产软件,粤港澳大湾区,华为概念,百度概念,融资融券,大数据,电子商务,参股券商,股权转让(并购重组),语音技术"
300366.XSHE,创意信息,"数据要素,MLOps概念,电力物联网,信创,华为欧拉,华为鲲鹏,数字经济,东数西算（算力）,数据安全,数字乡村,智慧政务,云计算,节能环保,国产操作系统,边缘计算,人工智能,智能交通,深股通,阿里巴巴概念,国产软件,华为概念,融资融券,5G,大数据,卫星导航,物联网,智能电网,军工,东数西算(算力),商业航天,碳交易,智慧城市"
300635.XSHE,中达安,"数据要素,国企改革,土壤修复,安防,新型城镇化,数字孪生,人工智能,5G,乡村振兴,智慧城市,风电,水利,华为鲲鹏,数据中心"
301197.XSHE,工大科雅,"数据要素,信创,华为鲲鹏,智能制造,专精特新,新型城镇化,节能环保,雄安新区,人工智能,华为概念,融资融券,大数据,智慧城市"
300605.XSHE,恒锋信息,"数据要素,华为鲲鹏,东数西算（算力）,鸿蒙概念,数据中心,数字乡村,智慧政务,新型城镇化,云办公,国产操作系统,人工智能,国产软件,养老概念,华为概念,机器视觉,福建自贸区,乡村振兴,智慧城市,海峡两岸,东数西算(算力),语音技术"
300872.XSHE,天阳科技,"数据要素,信创,华为欧拉,华为鲲鹏,跨境支付（CIPS）,供应链金融,智慧政务,云计算,互联网金融,区块链,人工智能,数字货币,深股通,国产软件,华为概念,融资融券,大数据,多模态AI,数据安全"
301102.XSHE,兆讯传媒,"数据要素,数字经济,抖音概念,腾讯概念,深股通,融资融券,文化传媒,文化传媒概念"
600345.XSHG,长江通信,"数据要素,国企改革,央企国企改革,标普道琼斯A股,人工智能,智能交通,华为概念,融资融券,5G,卫星导航,智慧城市,安防,车联网(车路协同),股权转让(并购重组),沪股通,信创"
600476.XSHG,湘邮科技,"数据要素,时空大数据,国企改革,国资云,数字经济,碳中和,数据中心,安防,机器人概念,数字乡村,智慧政务,车联网,云计算,蚂蚁金服概念,数字货币,跨境电商,国产软件,乡村振兴,大数据,卫星导航,移动支付,车联网(车路协同),互联网金融,数据安全,央企国企改革"
300059.XSHE,东方财富,"数据要素,证金持股,期货概念,互联网金融,同花顺漂亮100,MSCI概念,区块链,人工智能,深股通,互联网保险,融资融券,大数据"
300419.XSHE,浩丰科技,"数据要素,抖音概念,数据中心,网络安全,云计算,互联网金融,快手概念,国产软件,华为概念,大数据,量子科技,军工,信创,ST板块"
300419.XSHE,浩丰科技,"数据要素,抖音概念,数据中心,网络安全,云计算,互联网金融,快手概念,国产软件,华为概念,大数据,量子科技,军工,信创,ST板块"
300531.XSHE,优博讯,"数据要素,数据确权,信创,电子身份证,数字经济,中俄贸易概念,数据安全,智能制造,专精特新,鸿蒙概念,消费电子概念,机器人概念,工业4.0,智慧政务,工业互联网,拼多多概念,新零售,华为海思概念股,区块链,智能音箱,人工智能,数字货币,智能物流,国产软件,粤港澳大湾区,华为概念,机器视觉,人脸识别,芯片概念,智能医疗,电子商务,移动支付,物联网,智能电网,军工,食品安全"
300730.XSHE,科创信息,"数据要素,信创,家庭医生,华为鲲鹏,电子身份证,数字经济,东数西算（算力）,数据安全,数据中心,网络安全,数字乡村,网络直播,智慧政务,云计算,工业互联网,云办公,数字孪生,边缘计算,区块链,人工智能,数字货币,互联网医疗,国产软件,华为概念,机器视觉,百度概念,芯片概念,大数据,智能医疗,智慧城市,移动支付,物联网,食品安全,东数西算(算力),互联网金融,智能交通,军工"
003007.XSHE,直真科技,"数据要素,数字经济,东数西算（算力）,数据中心,智慧政务,在线教育,云办公,数字孪生,人工智能,国产软件,华为概念,5G,物联网,车联网(车路协同),东数西算(算力),京津冀一体化"
300546.XSHE,雄帝科技,"数据要素,信创,电子身份证,数据安全,专精特新,网络安全,智慧政务,数字孪生,网约车,区块链,蚂蚁金服概念,人工智能,腾讯概念,数字货币,人脸识别,量子科技,智慧城市,移动支付,车联网(车路协同),鸿蒙概念,无人驾驶,机器人概念"
300674.XSHE,宇信科技,"数据要素,MLOps概念,ChatGPT概念,信创,华为欧拉,华为鲲鹏,跨境支付（CIPS）,虚拟数字人,鸿蒙概念,数据中心,云计算,互联网金融,区块链,蚂蚁金服概念,人工智能,腾讯概念,数字货币,深股通,国产软件,华为概念,百度概念,融资融券,大数据,创投,化债概念(AMC概念),京津冀一体化"
300350.XSHE,华鹏飞,"数据要素,时空大数据,统一大市场,中俄贸易概念,碳中和,供应链金融,智能物流,跨境电商,粤港澳大湾区,一带一路,大数据,智慧城市,通用航空,物联网,军工,创投,卫星导航"
300662.XSHE,科锐国际,"数据要素,雄安新区,深股通,华为概念,京津冀一体化,职业教育,人工智能"
603138.XSHG,海量数据,"数据要素,信创,华为鲲鹏,沪股通,数据安全,数据中心,云计算,雄安新区,华为概念,融资融券,大数据,横琴新区"
002095.XSHE,生意宝,"数据要素,统一大市场,供应链金融,网络直播,互联网金融,标普道琼斯A股,深股通,跨境电商,融资融券,大数据,电子商务,移动支付"
002912.XSHE,中新赛克,"数据要素,国企改革,深圳国企改革,数字经济,数据安全,专精特新,网络安全,健康中国,云计算,工业互联网,职业教育,标普道琼斯A股,国产操作系统,深股通,国产软件,粤港澳大湾区,华为概念,融资融券,大数据,智能医疗,华为鲲鹏,多模态AI,车联网(车路协同),数据中心,数字孪生,信创"
688579.XSHG,山大地纬,"数据要素,DRG/DIP,数据确权,沪股通,智慧政务,区块链,人工智能,互联网医疗,国产软件,华为概念,融资融券,量子科技,信创,智能电网"
688246.XSHG,嘉和美康,"数据要素,DRG/DIP,华为鲲鹏,数字经济,沪股通,专精特新,数据中心,人工智能,互联网医疗,阿里巴巴概念,国产软件,养老概念,华为概念,融资融券,大数据,智能医疗"
688227.XSHG,品高股份,"数据要素,信创,数字经济,云计算,人工智能,国产软件,融资融券,军工,互联网金融"
603729.XSHG,龙韵股份,"数据要素,抖音概念,网红经济,上海自贸区,文化传媒,文化传媒概念"
300380.XSHE,安硕信息,"数据要素,信创,鸿蒙概念,国产软件,华为概念,百度概念,大数据,互联网金融,数字经济,人工智能,腾讯概念"
000555.XSHE,神州信息,"数据要素,ERP概念,信创,华为鲲鹏,跨境支付（CIPS）,网络安全,数字乡村,云计算,标普道琼斯A股,边缘计算,区块链,人工智能,数字货币,深股通,国产软件,华为概念,融资融券,大数据,量子科技,智慧城市,物联网,互联网金融,鸿蒙概念,5G"
000560.XSHE,我爱我家,"数据要素,ChatGPT概念,AIGC概念,数字经济,鸿蒙概念,租售同权,物业管理,标普道琼斯A股,新零售,人工智能,深股通,华为概念,融资融券,电子商务,京津冀一体化"
300469.XSHE,信息发展,"数据要素,国企改革,数字经济,食品安全,数字乡村,智慧政务,车联网,区块链,人工智能,腾讯概念,虚拟现实,阿里巴巴概念,国产软件,工业大麻,卫星导航,车联网(车路协同),股权转让(并购重组),信创,智能交通,冷链物流"
300788.XSHE,中信出版,"数据要素,国企改革,AIGC概念,抖音概念,元宇宙,知识产权保护,职业教育,深股通,百度概念,文化传媒,中字头股票,电子商务,文化传媒概念"
002401.XSHE,中远海科,"数据要素,国企改革,央企国企改革,信创,统一大市场,华为鲲鹏,国资云,数字经济,碳中和,数据中心,安防,自由贸易港,ETC,区块链,人工智能,智能物流,智能交通,深股通,跨境电商,阿里巴巴概念,华为概念,机器视觉,上海自贸区,航运概念,融资融券,大数据,中字头股票,智慧城市"
603613.XSHG,国联股份,"数据要素,ERP概念,ChatGPT概念,数字经济,沪股通,虚拟数字人,工业互联网,新零售,MSCI概念,人工智能,农村电商,跨境电商,华为概念,融资融券,大数据,电子商务,物联网"
688225.XSHG,亚信安全,"数据要素,数字水印,信创,沪股通,数据安全,网络安全,融资融券,东数西算(算力),商业航天,卫星导航,车联网(车路协同),鸿蒙概念,人工智能,智慧城市"
301139.XSHE,元道通信,"数据要素,数字经济,东数西算（算力）,储能,车联网,智能交通,国产软件,华为概念,光伏概念,融资融券,5G,大数据,智慧城市,数字乡村"
832171,志晟信息,"数据要素,养老概念,华为概念,融资融券,智慧城市,百度概念,互联网金融,京津冀一体化,乡村振兴,信创,移动支付,智慧政务,网络安全,数据中心"
300941.XSHE,创识科技,"数据要素,信创,数字经济,数据安全,鸿蒙概念,智慧政务,互联网金融,雄安新区,人工智能,数字货币,养老概念,福建自贸区,融资融券,移动支付"
301110.XSHE,青木股份,"数据要素,抖音概念,网络直播,宠物经济,人工智能,跨境电商,阿里巴巴概念,融资融券,三胎概念,电子商务"
688118.XSHG,普元信息,"数据要素,信创,华为鲲鹏,数据安全,云计算,国产软件,融资融券,大数据,互联网金融,华为欧拉,华为概念"
688232.XSHG,新点软件,"数据要素,MLOps概念,数字经济,沪股通,鸿蒙概念,智慧政务,区块链,人工智能,腾讯概念,国产软件,华为概念,百度概念,融资融券,大数据,智慧城市"
688292.XSHG,浩瀚深度,"数据要素,华为鲲鹏,沪股通,数据安全,网络安全,人工智能,融资融券,5G,大数据,华为欧拉,华为昇腾"
300212.XSHE,易华录,"数据要素,数据确权,国企改革,央企国企改革,信创,国资云,数字经济,东数西算（算力）,数据安全,数据中心,安防,网络安全,智慧政务,车联网,云计算,数字孪生,独角兽概念,边缘计算,MSCI概念,雄安新区,人工智能,智能交通,深股通,农村电商,PPP概念,阿里巴巴概念,养老概念,华为概念,一带一路,百度概念,融资融券,乡村振兴,大数据,智慧城市,物联网,京津冀一体化,车联网(车路协同),东数西算(算力),华为鲲鹏"
603171.XSHG,税友股份,"数据要素,ChatGPT概念,AIGC概念,信创,数字经济,沪股通,智慧政务,蚂蚁金服概念,人工智能,大数据,智慧城市"
301153.XSHE,中科江南,"数据要素,国企改革,信创,电子身份证,数字乡村,智慧政务,区块链,蚂蚁金服概念,数字货币,深股通,华为概念,融资融券,大数据,智慧城市,移动支付"
688217.XSHG,睿昂基因,"数据要素,基因测序,人工智能,医疗器械概念,融资融券"
301382.XSHE,蜂助手,"数据要素,数字经济,数据安全,元宇宙,鸿蒙概念,云计算,云办公,腾讯概念,深股通,粤港澳大湾区,华为概念,融资融券,5G,智慧城市,电子商务,物联网,蚂蚁金服概念,抖音概念,华为鲲鹏,智能交通"
301052.XSHE,果麦文化,"数据要素,AIGC概念,数字经济,元宇宙,网络直播,网红经济,融资融券,三胎概念,文化传媒,文化传媒概念"
301428.XSHE,世纪恒通,"数据要素,数字经济,数据安全,网络安全,ETC,车联网,快手概念,宠物经济,人工智能,腾讯概念,融资融券,大数据,智慧城市,物联网,网约车,移动支付,互联网金融,车联网(车路协同),鸿蒙概念"
301270.XSHE,汉仪股份,"数据要素,数字水印,AIGC概念,抖音概念,鸿蒙概念,华为汽车,知识产权保护,人工智能,腾讯概念,阿里巴巴概念,华为概念,小米概念,融资融券"
002368.XSHE,太极股份,"数据要素,国企改革,央企国企改革,信创,华为鲲鹏,国资云,数字经济,数据中心,网络安全,数字乡村,智慧政务,云计算,工业互联网,标普道琼斯A股,国产操作系统,MSCI概念,雄安新区,网约车,人工智能,深股通,阿里巴巴概念,华为概念,融资融券,大数据,智慧城市,安防,鸿蒙概念,军工信息化,数字孪生,无人驾驶"
301378.XSHE,通达海,"数据要素,信创,数字经济,智慧政务,人工智能,国产软件,融资融券,华为昇腾,化债概念(AMC概念),阿里巴巴概念,互联网金融,鸿蒙概念,华为鲲鹏"
